name	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
sheila.glover	 	67	67	67	67	67	67	67	67	67	67	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	 	 	 	 	 	 	 	 	81	81	81	81	81	81	81	81	81	81	81	129	129	129	129	129	129	129	129	129	131	131	131	131	131	131	131	131	131	131	131	131	 	 	 	138	138
veronica.espinoza	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	137	137	137
sara.shackleton	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	107	107	107	108	108	108	108	108	108	108	108	108	108	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	85	131	131	131	131	131	131	131	131	131	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133
tori.kuykendall	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	93	93	93	93	93	93	93	93	93	93	131	131	131	131	131	131	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
kimberly.watson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	74	73	72	72	72	72	72	72	72	72	72	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	76	76	76	76	76	76	74	74	74	74	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
phillip.allen	 	64	64	64	64	64	60	60	60	60	60	105	100	105	105	115	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	51	51	51	51	51	51	51	51
david.forster	 	 	 	 	 	57	57	57	57	57	57	103	98	103	103	105	105	105	105	105	105	105	105	105	 	 	 	 	 	 	 	 	 	 	 	 	 	 	113	113	113	116	116	116	116	116	116	116	116	116	116	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	136	136	136	136	136	136	136	136	136	136	136	136	136	135	135	135	135	135	135	135	135	135	135	135	135	135	135
james.steffes	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	54	54	54	54	54	54	54	54	54	54	 	 	 	73	72	72	72	72	72	72	72	72	72	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	122	122	122	122	122	121	121	121	121	121	121
hunter.shively	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	102	102	102	102	102	102	102	102	102	102	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	81	81	81	81	81	81	81	81	81
mike.maggi	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	85	85	85
shelley.corman	 	 	 	 	 	 	 	 	132	132	132	132	132	132	132	132	132	132	74	74	74	74	74	74	74	74	58	58	58	58	58	58	58	58	58	58	58	58	58	 	 	 	 	 	 	 	 	 	 	 	85	85	85	84	84	84	84	84	84	84	84	84	58	58	58	58	58	58	58	58	58	58	 	 	 	 	 	 	 	60	60	60	60	60	60	60	60	60	60	 	 	 	 	 	68	68	68	68	68	68
rob.gay	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55
mike.mcconnell	 	 	 	 	 	 	 	 	 	 	 	 	 	125	125	125	124	124	124	124	124	124	124	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ann.schmidt	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	121	121	121	121	121	121	121	121	121	121	 	 	 	 	 	 
sarah.novosel	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	142	141	141	147	147	147	147	147	147	147	147	147	121	121	121	121	121	121	121	121	121	121	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	123	122
susan.scott	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	130	130	130	130	130	130	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	 	143	143	143	143	62	62	62	62	62	62	62	62	62	62	62	62	62	65	65	65	65	65
mark.haedicke	 	 	60	105	105	105	105	105	105	105	105	116	114	123	123	123	111	111	111	111	111	111	111	 	 	 	127	127	127	127	127	127	127	127	127	127	127	127	 	 	 	53	53	125	125	125	125	125	125	125	125	75	74	74	73	73	73	73	73	73	73	132	132	141	143	143	143	143	143	143	143	143	143	143	143	143	143	143	138	138	137	137	137	137	137	137	136	136	136	136	136	136	82	82	82	82	82	82	82	82
david.delainey	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	47	47	47	47	47	47	47	47	47	47	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
john.lavorato	 	 	 	 	 	58	58	58	58	58	58	104	99	104	104	114	 	 	 	 	 	 	 	 	 	 	 	 	134	134	134	134	134	134	134	134	134	134	 	 	 	 	142	142	142	142	142	142	142	142	142	145	145	145	142	142	142	141	141	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	51	51	51	51	51	51	51	51	79	79	 	 	 	47	47	47
shirley.crenshaw	118	118	118	118	118	118	118	118	118	118	118	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72
kevin.hyatt	128	128	128	128	128	128	128	128	128	128	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	59	59	59	59	59	59	59	59	59	58	58	58	58	58	58	58	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	58	58	58	58	58	58	58	58	58	58	 	 	66	66	66	66	66	66	66	66	66	66
greg.whalley	 	119	119	119	119	119	119	119	119	119	119	72	72	72	72	72	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	75	75	75	75	74	74	74	74	74	74	 	144	144	142	142	144	141	141	141	76	134	76	76	74	74	74	74	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	80	80	80	80	80	80	80	80	80
tana.jones	 	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	108	108	108	108	108	108	108	108	108	108	108	108	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	126	126	126	126	126	126	126	126	126	126	126	129	125	125	130	130	130
